username;lotacao;tipoconta;valormi;dc;contacontabil
user1278;UNID-020;Ativo;49291.07;d;13113168
user2610;UNID-080;Despesa;49291.07;c;80585604
user2298;UNID-018;Receita;48337.65;d;74577750
user1944;UNID-025;Resultado;48337.65;c;38946523
user2498;UNID-008;Outras;57518.22;d;95239498
user2976;UNID-064;Ativo;57518.22;c;11902026
user0775;UNID-104;Ativo;22550.85;d;12127211
user1201;UNID-100;Resultado;22550.85;c;35981732
user2943;UNID-020;Receita;38142.96;d;79678921
user1532;UNID-073;Receita;38142.96;c;78741985
user0392;UNID-036;Outras;50282.92;d;91955095
user2106;UNID-068;Outras;50282.92;c;91138349
user2018;UNID-082;Receita;55517.89;d;71116171
user2847;UNID-118;Outras;55517.89;c;90489767
user2409;UNID-021;Ativo;14440.75;d;16071865
user1819;UNID-073;Resultado;14440.75;c;35200471
user0175;UNID-098;Outras;3332.98;d;96226158
user1335;UNID-013;Ativo;3332.98;c;13240595
user2055;UNID-117;Ativo;22125.33;d;11124865
user2784;UNID-063;Despesa;22125.33;c;86620364
user2291;UNID-091;Receita;18872.94;d;73625098
user0390;UNID-024;Ativo;18872.94;c;14275120
user1081;UNID-097;Ativo;21492.71;d;12326012
user0117;UNID-016;Resultado;21492.71;c;39538696
user1890;UNID-020;Passivo;31188.83;d;27645754
user0600;UNID-050;Outras;31188.83;c;90143592
user2799;UNID-027;Passivo;20772.08;d;21919520
user0715;UNID-040;Passivo;20772.08;c;23600996
user2702;UNID-002;Outras;33084.53;d;93895850
user0337;UNID-057;Passivo;33084.53;c;27956667
user0865;UNID-051;Outras;7035.95;d;94691471
user0743;UNID-072;Passivo;7035.95;c;24457493
user2418;UNID-097;Passivo;51285.12;d;23662329
user2066;UNID-014;Outras;51285.12;c;96350328
user0242;UNID-092;Ativo;276.38;d;12037208
user1985;UNID-002;Resultado;276.38;c;30669340
user2091;UNID-051;Outras;30199.08;d;96994079
user1628;UNID-009;Despesa;30199.08;c;83288381
user1451;UNID-083;Outras;33062.28;d;90997629
user0498;UNID-035;Despesa;33062.28;c;84105294
user0717;UNID-111;Outras;213.63;d;91004350
user2883;UNID-069;Receita;213.63;c;77388826
user1214;UNID-119;Receita;14221.90;d;75573909
user2933;UNID-116;Ativo;14221.90;c;10151528
user1948;UNID-096;Receita;65833.68;d;78081285
user2572;UNID-020;Receita;65833.68;c;70024614
user2183;UNID-097;Despesa;20923.18;d;87210086
user1399;UNID-117;Resultado;20923.18;c;38418833
user1993;UNID-062;Ativo;30052.07;d;14998594
user0564;UNID-017;Outras;30052.07;c;92025060
user1258;UNID-029;Receita;4605.33;d;79210537
user0174;UNID-077;Ativo;4605.33;c;16206759
user1184;UNID-009;Despesa;55963.18;d;83361630
user1903;UNID-082;Passivo;55963.18;c;26310352
user1245;UNID-033;Outras;38068.91;d;99434039
user2868;UNID-003;Ativo;38068.91;c;18012641
user1629;UNID-088;Ativo;66000.14;d;12038881
user0675;UNID-060;Resultado;66000.14;c;34035057
user1339;UNID-089;Ativo;42591.71;d;16010792
user1509;UNID-004;Resultado;42591.71;c;31741427
user1469;UNID-107;Ativo;29542.07;d;19520503
user2852;UNID-043;Despesa;29542.07;c;84506355
user2589;UNID-016;Ativo;11221.45;d;12059826
user0157;UNID-092;Ativo;11221.45;c;16979409
user1102;UNID-052;Outras;17481.33;d;94029194
user0465;UNID-114;Despesa;17481.33;c;85568647
user1602;UNID-042;Outras;4210.01;d;92038112
user1954;UNID-061;Receita;4210.01;c;73723578
user2110;UNID-060;Receita;40442.61;d;73892148
user0840;UNID-093;Outras;40442.61;c;95984698
user1410;UNID-110;Resultado;40492.90;d;30638739
user2487;UNID-102;Resultado;40492.90;c;38837035
user2370;UNID-017;Ativo;5908.35;d;17805120
user1814;UNID-020;Passivo;5908.35;c;20947272
user1592;UNID-119;Resultado;40878.03;d;37520119
user0893;UNID-120;Outras;40878.03;c;96569518
user0506;UNID-077;Despesa;24362.22;d;83708740
user2971;UNID-115;Outras;24362.22;c;99311067
user2333;UNID-074;Receita;18087.46;d;72196076
user1667;UNID-033;Ativo;18087.46;c;19876999
user0494;UNID-070;Passivo;18442.64;d;26752083
user0059;UNID-118;Passivo;18442.64;c;20349612
user0567;UNID-110;Despesa;11681.88;d;82055346
user2883;UNID-118;Passivo;11681.88;c;24826951
user2724;UNID-060;Resultado;27877.15;d;32869245
user1882;UNID-043;Despesa;27877.15;c;86159434
user0830;UNID-049;Despesa;40364.85;d;86248234
user2211;UNID-075;Resultado;40364.85;c;35298775
user0787;UNID-093;Despesa;34400.74;d;87522568
user1972;UNID-035;Ativo;34400.74;c;18632635
user2741;UNID-028;Ativo;16145.10;d;17336287
user0858;UNID-042;Receita;16145.10;c;76359095
user0943;UNID-001;Resultado;10668.88;d;37790602
user1689;UNID-088;Outras;10668.88;c;99661687
user0168;UNID-103;Passivo;7140.12;d;20625043
user0259;UNID-019;Outras;7140.12;c;96186861
user1164;UNID-113;Resultado;2070.84;d;38430737
user1927;UNID-080;Ativo;2070.84;c;10640136
user0121;UNID-042;Outras;5734.96;d;95399062
user0501;UNID-031;Outras;5734.96;c;98292606
user0025;UNID-032;Outras;15865.58;d;91183089
user2533;UNID-085;Resultado;15865.58;c;36002510
user2407;UNID-046;Receita;14094.56;d;71450225
user1524;UNID-019;Despesa;14094.56;c;83863116
user1314;UNID-091;Outras;15192.20;d;96262107
user2574;UNID-091;Resultado;15192.20;c;30111177
user1403;UNID-118;Passivo;65467.40;d;20568702
user2359;UNID-041;Despesa;65467.40;c;88624961
user0145;UNID-014;Resultado;371.59;d;35918903
user0983;UNID-015;Despesa;371.59;c;85731001
user1632;UNID-056;Receita;6759.94;d;76062314
user1454;UNID-061;Outras;6759.94;c;97762171
user2073;UNID-001;Ativo;10648.50;d;11176872
user1522;UNID-005;Ativo;10648.50;c;11261987
user2736;UNID-009;Outras;14984.75;d;99339384
user1859;UNID-085;Outras;14984.75;c;91501907
user1721;UNID-010;Receita;51880.68;d;74349379
user1643;UNID-060;Passivo;51880.68;c;22591749
user0198;UNID-028;Resultado;53390.01;d;31843612
user0184;UNID-002;Receita;53390.01;c;79176039
user2711;UNID-109;Ativo;65570.28;d;18595444
user1883;UNID-042;Receita;65570.28;c;76389323
user1069;UNID-027;Despesa;24419.85;d;86352063
user2564;UNID-106;Despesa;24419.85;c;81224965
user0396;UNID-077;Despesa;7889.26;d;88273452
user0500;UNID-073;Outras;7889.26;c;92836649
user2394;UNID-104;Resultado;43269.92;d;30811650
user2115;UNID-026;Ativo;43269.92;c;14910313
user0436;UNID-005;Receita;25568.95;d;77548489
user1098;UNID-053;Resultado;25568.95;c;37075691
user2731;UNID-059;Passivo;2766.77;d;23569667
user0101;UNID-109;Resultado;2766.77;c;36413384
user0120;UNID-030;Receita;24270.54;d;79756839
user0576;UNID-100;Resultado;24270.54;c;33339926
user1110;UNID-076;Outras;3069.27;d;96756893
user2439;UNID-010;Passivo;3069.27;c;24214675
user0276;UNID-092;Ativo;31030.55;d;16723914
user2671;UNID-074;Passivo;31030.55;c;27375478
user1700;UNID-069;Despesa;12705.64;d;86952736
user1693;UNID-119;Passivo;12705.64;c;21322553
user2603;UNID-068;Outras;11790.91;d;92630718
user1646;UNID-030;Outras;11790.91;c;91258904
user2504;UNID-113;Passivo;19596.47;d;23498376
user1622;UNID-072;Passivo;19596.47;c;27383154
user1747;UNID-119;Outras;64218.88;d;97865513
user2716;UNID-104;Passivo;64218.88;c;23125794
user2549;UNID-037;Passivo;27786.60;d;22340797
user0401;UNID-102;Despesa;27786.60;c;86971043
user1142;UNID-028;Receita;8737.65;d;70074296
user1936;UNID-054;Despesa;8737.65;c;80939382
user0340;UNID-023;Outras;22515.10;d;99974084
user1184;UNID-102;Receita;22515.10;c;75994226
user1046;UNID-016;Despesa;53231.27;d;86475819
user0448;UNID-120;Receita;53231.27;c;74134387
user0886;UNID-065;Ativo;14848.62;d;17316391
user1328;UNID-106;Receita;14848.62;c;75663996
user0266;UNID-096;Receita;29240.53;d;79895617
user2662;UNID-035;Despesa;29240.53;c;82150177
user2777;UNID-107;Receita;13463.04;d;74794641
user1836;UNID-112;Ativo;13463.04;c;11248802
user1755;UNID-106;Resultado;23916.22;d;39546683
user1225;UNID-081;Resultado;23916.22;c;33388939
user1860;UNID-095;Outras;45006.88;d;91279589
user1382;UNID-039;Outras;45006.88;c;98775779
user2709;UNID-083;Receita;2860.20;d;78161930
user1174;UNID-048;Despesa;2860.20;c;81471421
user1793;UNID-074;Outras;30435.08;d;99274238
user0233;UNID-090;Outras;30435.08;c;97077932
user0372;UNID-086;Despesa;12250.34;d;81183315
user2464;UNID-066;Resultado;12250.34;c;31255140
user1154;UNID-011;Resultado;9468.00;d;38634366
user0580;UNID-072;Outras;9468.00;c;93367714
user0636;UNID-008;Despesa;41707.98;d;82275446
user0931;UNID-067;Outras;41707.98;c;96216339
user0241;UNID-017;Passivo;47267.09;d;20294547
user1569;UNID-020;Outras;47267.09;c;99114232
user1877;UNID-082;Resultado;4323.69;d;34020554
user2958;UNID-067;Outras;4323.69;c;97487768
user0625;UNID-009;Resultado;8289.03;d;31187156
user0322;UNID-087;Outras;8289.03;c;92669643
user0754;UNID-117;Despesa;24790.61;d;88598875
user2298;UNID-045;Receita;24790.61;c;76660947
user0026;UNID-011;Receita;35310.29;d;74002873
user1570;UNID-050;Ativo;35310.29;c;12523176
user1704;UNID-098;Receita;44665.09;d;74871506
user0465;UNID-097;Despesa;44665.09;c;81306496
user0985;UNID-108;Passivo;8022.98;d;28658784
user1586;UNID-103;Resultado;8022.98;c;39360415
user1250;UNID-041;Resultado;8486.63;d;35166359
user2580;UNID-031;Outras;8486.63;c;91416257
user2832;UNID-063;Resultado;1461.04;d;30600536
user1981;UNID-080;Receita;1461.04;c;77971534
user2716;UNID-024;Ativo;30163.90;d;18454415
user0405;UNID-060;Despesa;30163.90;c;80475293
user1929;UNID-111;Ativo;30235.27;d;17083118
user0601;UNID-103;Passivo;30235.27;c;26747222
user2501;UNID-100;Passivo;32998.44;d;22327272
user0392;UNID-029;Resultado;32998.44;c;35008507
user1381;UNID-049;Resultado;22626.49;d;33950776
user1563;UNID-044;Ativo;22626.49;c;18158067
user0027;UNID-022;Receita;9243.96;d;79840102
user0168;UNID-034;Resultado;9243.96;c;37657012
user1841;UNID-015;Outras;48780.04;d;92399734
user2782;UNID-082;Despesa;48780.04;c;88920747
user0150;UNID-067;Passivo;15903.18;d;22402391
user1976;UNID-035;Receita;15903.18;c;79991229
user0455;UNID-011;Outras;11867.04;d;90501948
user2577;UNID-010;Ativo;11867.04;c;19101663
user1765;UNID-110;Receita;7373.98;d;70022646
user1989;UNID-044;Passivo;7373.98;c;24881555
user0962;UNID-005;Ativo;50072.72;d;18359914
user1012;UNID-101;Passivo;50072.72;c;26714355
user0801;UNID-100;Ativo;21920.69;d;16394918
user0711;UNID-060;Passivo;21920.69;c;26277683
user2343;UNID-063;Ativo;67269.45;d;10098954
user0254;UNID-013;Outras;67269.45;c;99683214
user1528;UNID-110;Despesa;36599.71;d;89909328
user0157;UNID-062;Ativo;36599.71;c;15524650
user0801;UNID-114;Receita;33787.91;d;73806392
user1482;UNID-070;Ativo;33787.91;c;10424082
user1374;UNID-046;Outras;4984.40;d;98811667
user2937;UNID-055;Despesa;4984.40;c;83142164
user0954;UNID-067;Passivo;10455.88;d;25271306
user0587;UNID-035;Passivo;10455.88;c;28010699
user1456;UNID-002;Despesa;54376.86;d;86173171
user1125;UNID-092;Resultado;54376.86;c;39454198
user0774;UNID-032;Resultado;31729.05;d;36435905
user2363;UNID-039;Ativo;31729.05;c;11535259
user0092;UNID-097;Resultado;6312.20;d;37287101
user0287;UNID-087;Passivo;6312.20;c;25828791
user2841;UNID-114;Receita;19978.19;d;71231619
user2564;UNID-108;Despesa;19978.19;c;86134077
user0637;UNID-090;Resultado;26704.13;d;35827898
user2293;UNID-099;Receita;26704.13;c;79531944
user1627;UNID-042;Ativo;50289.09;d;12553026
user2832;UNID-094;Passivo;50289.09;c;29772701
user0926;UNID-102;Despesa;41437.59;d;81526301
user2510;UNID-109;Resultado;41437.59;c;30648277
user2523;UNID-011;Despesa;27777.31;d;85173564
user2249;UNID-065;Outras;27777.31;c;90377238
user0927;UNID-117;Resultado;2273.51;d;38025805
user1876;UNID-078;Despesa;2273.51;c;82940150
user0186;UNID-053;Despesa;2478.71;d;87880433
user2440;UNID-079;Resultado;2478.71;c;38127464
user2559;UNID-005;Passivo;36029.89;d;27411910
user1752;UNID-017;Outras;36029.89;c;90315066
user2424;UNID-041;Passivo;27125.73;d;26652820
user1822;UNID-051;Outras;27125.73;c;93026508
user1325;UNID-057;Resultado;36957.51;d;36936199
user0548;UNID-096;Outras;36957.51;c;99981491
user2425;UNID-089;Despesa;48109.47;d;80852329
user2926;UNID-046;Despesa;48109.47;c;85276823
user1912;UNID-030;Ativo;21449.47;d;10790509
user2171;UNID-023;Outras;21449.47;c;92691961
user1687;UNID-098;Receita;72844.85;d;75875872
user0201;UNID-070;Ativo;72844.85;c;13229723
user1609;UNID-001;Despesa;8798.00;d;81457394
user1064;UNID-028;Passivo;8798.00;c;24848643
user0794;UNID-020;Outras;12858.67;d;98580413
user1088;UNID-116;Passivo;12858.67;c;20748198
user0945;UNID-057;Resultado;4034.48;d;38568452
user0778;UNID-037;Passivo;4034.48;c;27774432
user2615;UNID-039;Receita;15699.31;d;74420420
user0559;UNID-110;Receita;15699.31;c;76566220
user2150;UNID-094;Passivo;31823.59;d;23267116
user0353;UNID-037;Resultado;31823.59;c;37309694
user2488;UNID-114;Despesa;16377.90;d;81290758
user1415;UNID-011;Outras;16377.90;c;94508801
user1252;UNID-082;Receita;68668.53;d;76076908
user0296;UNID-018;Outras;68668.53;c;97741231
user0999;UNID-109;Receita;29135.38;d;70790254
user0308;UNID-066;Resultado;29135.38;c;36544639
user1585;UNID-092;Passivo;7712.51;d;26098423
user2230;UNID-048;Despesa;7712.51;c;85228232
user0458;UNID-078;Passivo;45319.80;d;29071814
user2908;UNID-075;Outras;45319.80;c;98694593
user2370;UNID-046;Resultado;39892.17;d;39670024
user2322;UNID-105;Ativo;39892.17;c;18878885
user1963;UNID-117;Ativo;30971.32;d;12638402
user0133;UNID-089;Despesa;30971.32;c;85314479
user0970;UNID-056;Outras;54341.93;d;97884486
user0039;UNID-096;Passivo;54341.93;c;20116472
user2335;UNID-028;Resultado;13782.92;d;39785049
user2275;UNID-035;Receita;13782.92;c;72885345
user1650;UNID-091;Resultado;22278.73;d;33322862
user2935;UNID-021;Resultado;22278.73;c;33594347
user1794;UNID-113;Despesa;32268.25;d;85027702
user1609;UNID-067;Resultado;32268.25;c;31440635
user2428;UNID-086;Despesa;31237.18;d;80603604
user1782;UNID-026;Outras;31237.18;c;99818388
user1336;UNID-120;Receita;55625.83;d;71164525
user0280;UNID-102;Ativo;55625.83;c;11863526
user2849;UNID-004;Despesa;40048.62;d;81585676
user1072;UNID-103;Despesa;40048.62;c;87125094
user0458;UNID-056;Resultado;16657.76;d;38108678
user2025;UNID-013;Despesa;16657.76;c;80457366
user2786;UNID-031;Passivo;55111.55;d;29128609
user2181;UNID-007;Resultado;55111.55;c;31625397
user1799;UNID-098;Receita;39932.49;d;75943648
user2380;UNID-079;Receita;39932.49;c;75576249
user1748;UNID-034;Passivo;21913.22;d;28618348
user2517;UNID-074;Despesa;21913.22;c;86424406
user0464;UNID-001;Passivo;41491.87;d;24332371
user2564;UNID-085;Receita;41491.87;c;77212886
user0255;UNID-082;Despesa;10330.75;d;80754284
user0122;UNID-065;Passivo;10330.75;c;22858107
user1252;UNID-115;Resultado;58284.15;d;39880450
user0223;UNID-095;Receita;58284.15;c;76512236
user2746;UNID-034;Resultado;18222.15;d;38330263
user0894;UNID-023;Ativo;18222.15;c;14362212
user0738;UNID-024;Receita;17797.11;d;70424282
user0660;UNID-117;Receita;17797.11;c;71114620
user1885;UNID-120;Outras;41340.51;d;92642850
user2407;UNID-024;Receita;41340.51;c;73497324
user0447;UNID-094;Despesa;14421.44;d;83613902
user1671;UNID-053;Receita;14421.44;c;74730758
user0181;UNID-084;Outras;40017.48;d;91543401
user0333;UNID-067;Receita;40017.48;c;70154159
user2722;UNID-120;Receita;13401.97;d;79459429
user2782;UNID-022;Despesa;13401.97;c;88267863
user2855;UNID-057;Ativo;4080.74;d;11004900
user2229;UNID-024;Outras;4080.74;c;94599652
user0563;UNID-112;Outras;10150.32;d;93173261
user0927;UNID-093;Despesa;10150.32;c;84606984
user0163;UNID-073;Passivo;28022.24;d;28685177
user1427;UNID-020;Passivo;28022.24;c;25767320
user1519;UNID-080;Passivo;22608.87;d;28606137
user0337;UNID-108;Resultado;22608.87;c;36364621
user0346;UNID-054;Outras;55639.54;d;95705444
user2645;UNID-101;Outras;55639.54;c;99351706
user0545;UNID-097;Passivo;32212.20;d;23754514
user0358;UNID-059;Despesa;32212.20;c;89204513
user1493;UNID-103;Resultado;12219.37;d;31041688
user0891;UNID-001;Resultado;12219.37;c;37656579
user2610;UNID-114;Resultado;61782.97;d;34831090
user2130;UNID-047;Outras;61782.97;c;90849756
user2762;UNID-096;Resultado;25563.00;d;38638079
user0402;UNID-021;Ativo;25563.00;c;17791194
user1894;UNID-036;Ativo;23872.87;d;16639160
user0653;UNID-078;Resultado;23872.87;c;38328301
user2159;UNID-083;Resultado;24107.67;d;36808338
user0832;UNID-087;Passivo;24107.67;c;29714037
user0729;UNID-049;Outras;35742.66;d;90926747
user2197;UNID-007;Outras;35742.66;c;90167627
user2509;UNID-023;Ativo;5249.20;d;18012916
user1341;UNID-019;Outras;5249.20;c;93333124
user2714;UNID-027;Despesa;17754.62;d;86455713
user2919;UNID-074;Ativo;17754.62;c;16897684
user1365;UNID-065;Despesa;9887.87;d;83095733
user2489;UNID-049;Resultado;9887.87;c;39169762
user0590;UNID-019;Passivo;10731.46;d;27296667
user0148;UNID-082;Resultado;10731.46;c;30455891
user1044;UNID-042;Receita;32977.85;d;79092524
user1689;UNID-106;Resultado;32977.85;c;30340417
user2228;UNID-033;Ativo;22998.01;d;18699241
user0784;UNID-047;Despesa;22998.01;c;82254797
user1390;UNID-050;Receita;40203.52;d;70546032
user1849;UNID-091;Receita;40203.52;c;71636876
user2341;UNID-044;Resultado;38277.78;d;34275997
user0210;UNID-113;Receita;38277.78;c;71120258
user0498;UNID-034;Passivo;47087.52;d;23552771
user0693;UNID-021;Ativo;47087.52;c;17450808
user1246;UNID-071;Ativo;6940.73;d;17811946
user0535;UNID-077;Receita;6940.73;c;77413067
user0289;UNID-100;Passivo;26083.15;d;20865232
user2499;UNID-051;Receita;26083.15;c;77462834
user1813;UNID-017;Ativo;21430.95;d;15651431
user0039;UNID-094;Despesa;21430.95;c;87868918
user2356;UNID-062;Ativo;31067.15;d;18508945
user0697;UNID-017;Despesa;31067.15;c;87731070
user2719;UNID-110;Outras;39194.27;d;98288384
user1686;UNID-112;Resultado;39194.27;c;38180556
user1166;UNID-052;Passivo;17287.30;d;24260145
user2476;UNID-004;Resultado;17287.30;c;39573330
user1733;UNID-087;Outras;30938.34;d;91437347
user2165;UNID-089;Outras;30938.34;c;92743038
user2348;UNID-107;Receita;25151.03;d;73343920
user1402;UNID-043;Ativo;25151.03;c;19274173
user2256;UNID-056;Ativo;31120.64;d;19308837
user0807;UNID-032;Receita;31120.64;c;78870648
user2576;UNID-030;Ativo;1526.07;d;18980212
user2540;UNID-119;Passivo;1526.07;c;23776286
user1936;UNID-097;Ativo;28389.77;d;13643186
user0318;UNID-102;Despesa;28389.77;c;82254044
user2765;UNID-080;Despesa;13342.97;d;87820518
user1531;UNID-083;Resultado;13342.97;c;30761967
user0698;UNID-026;Passivo;17062.48;d;27680689
user0156;UNID-037;Despesa;17062.48;c;83195672
user1956;UNID-052;Resultado;16764.56;d;34522796
user1228;UNID-004;Outras;16764.56;c;94560206
user2754;UNID-097;Ativo;19942.45;d;19996941
user1937;UNID-084;Ativo;19942.45;c;10857951
user0321;UNID-100;Outras;28675.62;d;92813749
user2199;UNID-107;Passivo;28675.62;c;29180192
user2076;UNID-059;Despesa;304.21;d;88444779
user1456;UNID-072;Outras;304.21;c;96222649
user1921;UNID-009;Receita;37963.49;d;75082489
user1748;UNID-027;Receita;37963.49;c;71121640
user1688;UNID-009;Outras;28343.41;d;90331403
user1693;UNID-021;Receita;28343.41;c;78887352
user0800;UNID-016;Ativo;26366.90;d;10424855
user0843;UNID-021;Ativo;26366.90;c;17639084
user1913;UNID-034;Outras;54111.18;d;99787870
user2956;UNID-063;Passivo;54111.18;c;28438573
user0808;UNID-019;Despesa;23830.96;d;87902749
user1426;UNID-072;Ativo;23830.96;c;14832352
user2583;UNID-083;Receita;7807.02;d;79892014
user1449;UNID-084;Ativo;7807.02;c;16017635
user2747;UNID-030;Resultado;3424.31;d;36417744
user0203;UNID-009;Receita;3424.31;c;72831010
user1556;UNID-116;Resultado;3842.71;d;33332766
user2971;UNID-018;Receita;3842.71;c;77322086
user0901;UNID-048;Receita;13080.64;d;77954529
user0436;UNID-027;Receita;13080.64;c;75768827
user1739;UNID-095;Passivo;485.54;d;24812206
user1433;UNID-039;Outras;485.54;c;92673051
user1916;UNID-091;Despesa;22303.19;d;81951123
user0185;UNID-082;Resultado;22303.19;c;30972165
user2664;UNID-020;Outras;28414.19;d;91123815
user0829;UNID-113;Ativo;28414.19;c;19425617
user1942;UNID-093;Passivo;22292.90;d;28326195
user2334;UNID-048;Resultado;22292.90;c;30445545
user2597;UNID-009;Ativo;25688.16;d;13778179
user0424;UNID-102;Resultado;25688.16;c;39091334
user0229;UNID-112;Despesa;30381.05;d;88058624
user0351;UNID-049;Passivo;30381.05;c;28482105
user0486;UNID-054;Outras;4631.69;d;90630164
user0854;UNID-012;Despesa;4631.69;c;88937174
user0037;UNID-050;Ativo;22611.65;d;16570586
user2975;UNID-012;Despesa;22611.65;c;88731039
user0256;UNID-092;Despesa;16229.23;d;85919116
user1151;UNID-005;Outras;16229.23;c;93970284
user1687;UNID-002;Receita;24556.12;d;79959051
user0953;UNID-120;Passivo;24556.12;c;25271190
user1171;UNID-073;Despesa;1398.34;d;84287233
user2243;UNID-027;Passivo;1398.34;c;24147227
user1320;UNID-098;Resultado;18694.25;d;36390450
user1007;UNID-020;Ativo;18694.25;c;10379101
user2633;UNID-095;Passivo;5954.72;d;29926953
user1042;UNID-017;Ativo;5954.72;c;14404917
user0837;UNID-012;Despesa;7874.67;d;88461437
user0101;UNID-080;Receita;7874.67;c;75975736
user1738;UNID-068;Despesa;44087.42;d;88083695
user0365;UNID-021;Resultado;44087.42;c;32761800
user0297;UNID-064;Outras;47501.16;d;97670958
user0399;UNID-005;Despesa;47501.16;c;86146667
user1420;UNID-033;Outras;7904.78;d;96655490
user1520;UNID-005;Receita;7904.78;c;74747502
user1937;UNID-119;Resultado;14136.54;d;31717131
user2385;UNID-059;Resultado;14136.54;c;33085545
user2694;UNID-017;Passivo;4955.06;d;27071603
user0600;UNID-101;Receita;4955.06;c;71272277
user0445;UNID-109;Ativo;11063.41;d;15160534
user0814;UNID-117;Outras;11063.41;c;95423722
user2355;UNID-117;Resultado;15705.26;d;35788793
user2545;UNID-030;Receita;15705.26;c;79354254
user0927;UNID-098;Resultado;46774.85;d;32118197
user2851;UNID-033;Resultado;46774.85;c;34180703
user0254;UNID-076;Passivo;49697.66;d;26530563
user1825;UNID-010;Passivo;49697.66;c;24895470
user2326;UNID-118;Resultado;6298.02;d;32661312
user0205;UNID-115;Ativo;6298.02;c;10104791
user2927;UNID-023;Outras;22363.87;d;91147543
user2400;UNID-098;Ativo;22363.87;c;11066165
user0052;UNID-069;Passivo;46495.47;d;20209180
user1611;UNID-089;Outras;46495.47;c;95619031
user1022;UNID-103;Despesa;55448.07;d;85629425
user2061;UNID-002;Outras;55448.07;c;94575122
user1287;UNID-026;Ativo;42720.32;d;16463293
user0961;UNID-026;Ativo;42720.32;c;11715077
user0969;UNID-056;Outras;38728.95;d;93903047
user0426;UNID-101;Ativo;38728.95;c;18744996
user0604;UNID-089;Ativo;1874.53;d;18798063
user2661;UNID-098;Ativo;1874.53;c;10402726
user1027;UNID-052;Ativo;40095.15;d;19809783
user1012;UNID-021;Ativo;40095.15;c;14026607
user0457;UNID-120;Outras;3968.93;d;98984282
user2424;UNID-030;Passivo;3968.93;c;23480461
user2276;UNID-036;Resultado;37072.97;d;33069128
user2429;UNID-109;Despesa;37072.97;c;81030237
user2919;UNID-094;Receita;24009.53;d;76742141
user2606;UNID-051;Passivo;24009.53;c;22588612
user2418;UNID-085;Passivo;22674.76;d;23634402
user1175;UNID-102;Passivo;22674.76;c;24028707
user1806;UNID-064;Outras;1122.03;d;96791982
user1724;UNID-009;Outras;1122.03;c;97760809
user2800;UNID-120;Outras;16382.74;d;96358018
user1629;UNID-076;Resultado;16382.74;c;34669078
user0047;UNID-070;Outras;30049.40;d;91722201
user0068;UNID-069;Despesa;30049.40;c;83832935
user1385;UNID-009;Passivo;7219.03;d;20042686
user1795;UNID-089;Ativo;7219.03;c;16719098
user1119;UNID-024;Passivo;30774.24;d;25329770
user1532;UNID-064;Receita;30774.24;c;74576747
user1010;UNID-021;Outras;16573.30;d;91896803
user2462;UNID-096;Despesa;16573.30;c;81994278
user1348;UNID-060;Ativo;24715.28;d;16102545
user2608;UNID-109;Passivo;24715.28;c;29021277
user2546;UNID-114;Outras;1385.35;d;98616104
user1709;UNID-044;Despesa;1385.35;c;80583285
user1273;UNID-022;Outras;27735.96;d;90039868
user0570;UNID-023;Passivo;27735.96;c;25659225
user2733;UNID-018;Passivo;52662.65;d;27868327
user1053;UNID-113;Passivo;52662.65;c;21783199
user2998;UNID-001;Ativo;37504.71;d;12500892
user0473;UNID-014;Passivo;37504.71;c;20131767
user0629;UNID-091;Outras;31950.31;d;90960095
user0925;UNID-046;Ativo;31950.31;c;14299576
user0678;UNID-074;Resultado;45718.15;d;31075071
user1772;UNID-001;Passivo;45718.15;c;24569123
user2486;UNID-112;Receita;19834.26;d;70783459
user2286;UNID-071;Despesa;19834.26;c;83689184
user2828;UNID-028;Resultado;6987.72;d;34770020
user1997;UNID-001;Despesa;6987.72;c;88768391
user1834;UNID-096;Despesa;10419.26;d;84177716
user0251;UNID-037;Resultado;10419.26;c;31334200
user2031;UNID-034;Receita;4087.99;d;73349636
user1509;UNID-033;Receita;4087.99;c;75367768
user0809;UNID-016;Passivo;46444.35;d;21494345
user0814;UNID-004;Passivo;46444.35;c;23523169
user0734;UNID-030;Despesa;58382.36;d;82035444
user0344;UNID-088;Outras;58382.36;c;97417618
user1429;UNID-027;Despesa;33177.77;d;88153792
user2904;UNID-113;Passivo;33177.77;c;28413201
user2102;UNID-095;Despesa;5562.32;d;88667693
user0597;UNID-071;Receita;5562.32;c;73619935
user1646;UNID-081;Outras;39425.11;d;94447825
user1980;UNID-045;Passivo;39425.11;c;26050195
user2625;UNID-056;Ativo;1575.72;d;13271799
user2102;UNID-010;Passivo;1575.72;c;29290245
user1993;UNID-039;Outras;43707.28;d;97212256
user1084;UNID-104;Outras;43707.28;c;98252957
user2312;UNID-011;Ativo;36352.03;d;18877951
user0301;UNID-011;Outras;36352.03;c;94741635
user1489;UNID-084;Ativo;59805.40;d;10162195
user2281;UNID-075;Ativo;59805.40;c;11468414
user2520;UNID-031;Receita;7693.28;d;72101701
user2485;UNID-087;Outras;7693.28;c;97702978
user1886;UNID-096;Receita;47260.84;d;79915192
user0096;UNID-050;Despesa;47260.84;c;81132681
user0722;UNID-109;Ativo;20619.11;d;12317049
user1189;UNID-111;Despesa;20619.11;c;83475549
user1616;UNID-118;Outras;4130.12;d;96031315
user0541;UNID-033;Resultado;4130.12;c;38067063
user2321;UNID-083;Outras;16573.77;d;99017213
